# source: https://www.youtube.com/watch?v=Ib5TgHKlAps
# video_id: Ib5TgHKlAps
# fetched: 2026-09-03T22:43:28.044Z
# segments: 930

[00:00:31] 終を行います。
[00:46:43] まず先ほどあの私電子あ電子系統と言い
[00:46:47] ますか制御版ですね。こちらもあのえ
[00:46:49] メーカーの更新目安と言いますかあの系と
[00:46:53] 壊れやすい大体5年ぐらいに基盤の交換
[00:46:55] っていうのが推奨されております。で
[00:46:58] ポンプそのものは大体10年から15年と
[00:47:01] いうのが指示されてます。多分これ
[00:47:03] ちょっと説明書そのものを本体の見てみ
[00:47:05] ないと分からないんですけど、ま、大やけ
[00:47:06] に公表されてるところで、で、モーターに
[00:47:09] 関しましては15年から20年というもの
[00:47:12] が上げられておりまして、え、この場合
[00:47:15] その基盤を定期的に、ま、5年内しは、ま
[00:47:18] 、こうなる前に変えておけばポンプが動い
[00:47:21] てるのであれば、え、ユニットそのものを
[00:47:24] 交換しなくてもいいのではないかと思い
[00:47:27] ます。なのでまずはその高温多であると
[00:47:30] いうだったというまず、え、データという
[00:47:34] ものをちょっと見せていただきたいと
[00:47:35] ちょっと他のそもそもえっと高音達出と
[00:47:38] いう判断をした経緯ですね。えっと、それ
[00:47:41] が技術による感想なのか、そういった実際
[00:47:44] にあの、ま、結露とかまたは基盤内に腐食
[00:47:48] などが認められたか、または常にその濡れ
[00:47:51] ているか、そういった条件が重なっていた
[00:47:54] のか、そのチェックがあるか。え、そうで
[00:47:56] なかった場合、ちょっと別な要因も考え
[00:47:58] られるのではないかと思っております。
[00:48:00] 例えばうん、実は高温出はなく雷とか急激
[00:48:04] な電圧変化で基盤が飛んだというのであれ
[00:48:08] ばちょっと別な対策が必要でちょっともう
[00:48:11] 1つとしてもしかしたらこっちなのかなと
[00:48:13] もちょっと考えたんですけれども友ラウと
[00:48:15] いう環境上温度変化による結露これ
[00:48:20] メーカーではやっぱり結露っていうのは
[00:48:21] さすがにこういった環境を無視しても
[00:48:23] かなり厳しいというような指示を出して
[00:48:25] ますんでもしも結露だったら例えば扉を
[00:48:27] 開けた瞬間に冬場とか冷たい空気が入って
[00:48:30] きて一気に結露する。または中夜の温度差
[00:48:32] が激しくて結露する。え、そういった場合
[00:48:36] 除ではなく基盤内にヒーターの設置とか
[00:48:39] そういった対策になるのではないかと思い
[00:48:41] ます。そういったところをえっと検討して
[00:48:44] いたかなので2点ちょっと高温多が
[00:48:47] ちゃんとデータに基づいたものかまたは
[00:48:49] そのえの、え、原因を検討されていたかを
[00:48:53] お伺いいたします。
[00:49:00] 詐商官観光課長補佐
[00:49:05] はい。え、中村議員の質問にご答えいたします。え、公案達出の状況を、え、データとアを見たかというお話なんですけれども、え、すいません。私たちは見ていませんけれども、あの、施設の、え、校舎の職員がきちと確認をして、ま、確かに、え、温度変化等によってそういうことが認められてるていうのは、え、聞いてございます。
[00:49:29] え、先ほど、え、高音体出だけしかすい
[00:49:32] ません。私言わなかったんですけれども、
[00:49:35] 高音体出において基盤が確かに結露するっ
[00:49:39] ていう状況は認められております。なので
[00:49:42] 、え、今回の工事にあたりましてはその
[00:49:46] 結露を、え、生み出さなというように助の
[00:49:50] 、え、
[00:49:52] 設置もこの工事の中に含まれているという
[00:49:55] ことをお伝えいたします。え、あと1つ、
[00:49:59] あ、その、え、基盤に払拭も認められた
[00:50:03] かっていうのはすいません。基盤の中は
[00:50:04] ちょっと私ごめんなさい。見ておりません
[00:50:06] ので、そこはちょっと確認はできてござい
[00:50:08] ません。
[00:50:11] あ、他の可能性なんですけれども、ま、
[00:50:14] そういう、ま、厳しい環境化でああ
[00:50:16] るっていうことはあります。
[00:50:17] あの、認められますが、え、一応専門の業者等に見ていただいてそういう結論になったていうのが現状の、え、流れでございます。以上でございます。
[00:50:32] 9
[00:50:32] 番中村議員、
[00:50:35] えっと、ま、特に、えっと、その使用条件を超えたというデータはなくて、あくまで技術者の、あの、ま、見た目というところでいいところだったのかなと思います。
[00:50:45] 今ちょっとデータが出てこなかったので、
[00:50:47] それで、えっと、多分定期点検を行って
[00:50:49] いると思うんですけれども、そういった
[00:50:51] 腐食等が定期点検なので、え、発見されれ
[00:50:55] ば、あの、基盤変えた方がいいのではない
[00:50:57] かみたいな話があったのか。えっと、まあ
[00:51:01] 今回もその頂いた資料によりますと行専門
[00:51:04] 業者が来た時には一時回復したという話と
[00:51:08] いうことで、その段階で、え、故障原因を
[00:51:11] 特定して対策を打っていなかったのかと
[00:51:14] いうところをあとですね、えっと、ま、
[00:51:17] 先ほども言いましたが基盤の交換の目安で
[00:51:20] 交換していなかった、またオーバーホール
[00:51:22] 等々をやっていなかったかというところで
[00:51:25] 、え、それをやっていた場合、もしも
[00:51:27] 例えば、え、ま、昨年度からこういった
[00:51:30] 症状あったということでその段階で対策を
[00:51:33] 打っていた場合現状ポンプやモーターが
[00:51:36] 生きてるのであればえっとこういった
[00:51:39] ポンプのそのものを交換しなくてもえまだ
[00:51:42] あと5年ぐらいは動いたのではないかと
[00:51:45] ちょっと過程を立ててみたのですがま実際
[00:51:48] 定期点でどこまでやっていたかまたは
[00:51:50] アドバイスがあったかお願いいたします。
[00:51:55] 坂小官閣会長補佐
[00:51:59] 中村議員のご質問にお答えいたします。え、業者から、え、メンテナンスは行ってございますが、え、
[00:52:07] 1度その調子悪くなって
[00:52:09] 1
[00:52:09] 度見に来て時に治ったっていう症状あられました。その時にもちろん基盤と全てを取り替えた方がいいよっていう、え、ご助見はいいございます。
[00:52:21] ただ、え、あとオーバーホールですね、
[00:52:23] あのポンプとかそういうものですね。それ
[00:52:25] は順次あの他にも、え、調子が悪いのも
[00:52:30] 正直ってございますので、そういうのを
[00:52:32] 優先してやっていたっていうのが現状で
[00:52:35] ございます。え、なので基盤等は、え、
[00:52:39] 取り替えてはそのご助言があった時に
[00:52:42] 取り替えてはいないっていうのが現状で
[00:52:44] ございます。え、ま、こういう機械類なん
[00:52:47] ですけども、ま、基盤はもうダめですよ。
[00:52:51] ポンプは残り5年持ちますよって、あの、
[00:52:55] もちろん、あの、数字上はそうなんです
[00:52:57] けれども、全体を取り替えた方が、え、
[00:52:59] 安全安心な運営にあの、つがるということ
[00:53:03] で、今回全てを更新するという判断にさせ
[00:53:06] ていただいたということをご理解願います
[00:53:08] 。よろしくお願いします。
[00:53:11] 他に
[00:53:14] 1番山議員
[00:53:17] はい。えっと17
[00:53:19] ページのですね、ま、多物産地生産体制確率強化緊急対策事業のですね、事業内容をもう少し、え、詳しく教えてもらいたいなと思います。
[00:53:33] それともう1つ、え、19ページの備品
[00:53:37] 購入の車両購入の関係なんですけど、どの
[00:53:40] ような車両で、ま、え、図書バスなのかな
[00:53:45] とは思うんですけれども、あと納期は
[00:53:48] いつ頃の予定という形になってるのか教え
[00:53:51] てください。
[00:53:55] 東川農林課長議員
[00:54:00] の質問にお答えいたします。え、この事業
[00:54:03] の内容ですけれども、えっと、種バレーシ
[00:54:07] の安定供に対するソフト事業、あとバレー
[00:54:10] 書と天才のですね、基盤強化に対する
[00:54:13] ソフト事業となっております。え、
[00:54:16] 種バレー書につきましては、えっと、安定
[00:54:19] 体制の供給のためですね、え、利病率の
[00:54:23] 提減に指する各取り組みを実施しており
[00:54:26] ます。え、続いてですね、え、もう1つの
[00:54:32] 方でございますけれども、え、税長の方
[00:54:35] ですが、えっと、これはですね、適切な
[00:54:39] 抵制を確立するためにですね、バレー書に
[00:54:43] おいては訴訟栽培、ま、いわゆる株場を
[00:54:45] 広げて、えっと、密食栽培を避けるという
[00:54:48] 取り組びに対する研修会。あと天において
[00:54:51] はですね、えっと、労働力の過去
[00:54:57] 年々厳しくなってますので、えっと、
[00:55:01] 栽培方法を直移植
[00:55:04] へ転換するという取り組みに対する保存と
[00:55:08] なっております。以上であります。
[00:55:12] 大山社会教育課長、
[00:55:18] え、お答えします。え、図書館費の中の、
[00:55:21] えっと、車両購入ですけども、これはあの
[00:55:24] 先ほど副長庁からもですね、[鼻息]説明
[00:55:26] あったようにですね、令和7年度に購入を
[00:55:29] 予定していましたけども、え、購入の目度
[00:55:32] が立たなかったということで、え、1度、
[00:55:35] えっと、予算を落としました。移動図書館
[00:55:39] 車のですね、購入にかかるものです。え、
[00:55:44] で、今回ですね、えっと、年度内購入の
[00:55:47] 目度が立ったというところでですね、予算
[00:55:49] 計場させていただいております。え、車
[00:55:53] ですけども車種はですね、トヨタの
[00:55:55] ハイエスを予定しておりまして、え、その
[00:55:59] 車のタイプですけども、スーパーロング
[00:56:02] ワイドハイルーフでして、1番その中でも
[00:56:05] 大きいタイプを想定しております。納期は
[00:56:08] ですね、え、これから契約等を進めるわけ
[00:56:11] ですけども、令和9年3月度一杯を農質
[00:56:23] 質疑を集結いたします。本件について討論
[00:56:26] はありませんか?
[00:56:29] はい。え、10番中村議員。
[00:56:32] えっと、先ほど答えいただきました。確か
[00:56:35] に、ま、新品をまるまる購入すれば安全
[00:56:38] 安心のは事実です。ただしですね、あの
[00:56:40] メーカーというものそういった時に
[00:56:43] いきなり予算がかからないように順次更新
[00:56:46] できるよう
[00:56:48] 、え、機械を交換できるよう設計されて
[00:56:52] おります。
[00:56:53] 定要期ではないのだからこそ基盤が
[00:56:55] 5年で交換とか39
[00:56:59] はい。
[00:57:10] はい。え、休憩を解きます。これより討論に入ります。現愛に反対者の発言を許します。
[00:57:19] 10番中村議員。
[00:57:23] はい。えっと、ですね、あの、ま、先ほど
[00:57:25] はあの、ま、安全安心のために全部交換と
[00:57:28] いうところで、そいう意味では、ま、確か
[00:57:30] にそのものを交換した方が安全である、
[00:57:33] 安心である。それは理解できます。しかし
[00:57:35] ながらメーカーでは、あの、ま、急激に
[00:57:38] 予算が上がらないようにバラバラに交換
[00:57:40] できる、そういったパーツをばらして交換
[00:57:42] できるというのも、え、した上で作られて
[00:57:46] おりまして、そのためには基盤が5年とか
[00:57:48] もあのポンプそのものは15年とかそう
[00:57:51] いった目安で交換できるように作られて
[00:57:53] おります。それで、ま、あの、
[00:57:58] そういった意味でそこを怠って、ま、調子
[00:58:03] が悪くなったから交換しますっていうのは
[00:58:06] ちょっと管理上のちょっと不ではないか
[00:58:08] なっていうのがまず1つと、えっと、
[00:58:10] 先ほど申し盤が原因腐食が見られたという
[00:58:13] ことで、ま、基盤が5年で交換、ま、
[00:58:16] もちろんもっとは持つと思うんですけども
[00:58:17] 、何かしらの原因で5年であれば、え、ま
[00:58:21] 、そもそも寿命であるということは、えっ
[00:58:25] と、そこで女子付きを設置するというの
[00:58:29] 根拠はちょっと薄いかなと。もうすでに
[00:58:31] 限界を超えてる基盤で故障が起きていや
[00:58:34] うんと基盤が錆びってたから交換しますっ
[00:58:38] ていうのはちょっと根拠薄かなと思います
[00:58:41] 。なので、ま、ポンってそのものは
[00:58:43] そろそろ交換時期というので分かるのです
[00:58:46] が、女子付きの根拠というところで薄い。
[00:58:51] ま、あとその高音達出というところの、え
[00:58:54] 、ま、データがない他の原因も考えられ
[00:58:57] てるというところから、え、ま、今回に
[00:59:00] 関しては
[00:59:03] 女子付きは、え、ちょっと対象として甘い
[00:59:06] のではないかと思っております。
[00:59:11] 次に案に賛成者の発言を許します。
[00:59:16] 9番福原議員。
[00:59:21] はい。あの、先日の全挙議会でも、え、
[00:59:25] 東大切の補修内容について説明を受けまし
[00:59:29] た。え、一般の家程で使う車両だと、あの
[00:59:33] 、定期的な点検って使う人に義務つけられ
[00:59:37] ておりますし、あの、定期的な報酬管理と
[00:59:40] いうのは、あの、管理者責任という風に
[00:59:42] なるかと思います。え、公共の施設につい
[00:59:45] ても様々なあの施設
[00:59:48] 備品などあると思いますけども、あのその
[00:59:52] 通常の点検についてはあの理者あるいは
[00:59:55] 職員の方が対応してると思いますけども、
[00:59:57] 特殊な機械器具についてはどうしても専門
[01:00:01] 業者の対応ということになりますので、
[01:00:03] あの管理含めて、え、適切にあの管理業者
[01:00:08] と連絡を3つに取りながらあの突発的な
[01:00:12] 修理
[01:00:12] がなるたけ少なくなるような法策をあの事業者と共にあのこと考えております。今回の、え、保針については適切な判断をしたと思って考えております。以上です。
[01:00:27] 経に反定者の発言を許します。他に討論ありませんか?いいんだよね。いや、もう
[01:00:40] 1回。
[01:00:41] もう1回賛成。はい。はい、現在に賛成者
[01:00:44] の発言を許します。
[01:00:50] 以上で討論を集結いたします。これより
[01:00:55] 議案69号を採決いたします。
[01:01:12] 基体65
[01:01:13] 件案の取りか。あ、ちょっと待って。すいません。申し訳ありません。もう
[01:01:18] 1枚前だな。どうかな。
[01:01:21] あの
[01:01:24] 3
[01:01:24] 時休憩しまです。はい。休憩を解き再開いたします。変本件は件案の通り決することに賛成議員の挙を求めます。
[01:01:41] 挙種少数であります。あ、多数であります
[01:01:44] 。申し訳ありません。え、
[01:01:48] 69
[01:01:51] よって議案第69号は原案の取り可決され
[01:01:54] ました。
[01:02:01] 少々お待ちください。
[01:02:06] 19ページ。19ページ。はい。日程第
[01:02:13] 13議案第70号。令和8
[01:02:18] 年度新得長介護保険特別会計補正予算を議題といたします。提案者から提案の説明を求めます。中副長。
[01:02:37] 議案第70号令和8年度新徳庁介護保険
[01:02:42] 特別会計補正予算第1号につきましてご
[01:02:46] 説明を申し上げます。第1条歳入歳出予算
[01:02:50] の総額に歳入歳出それぞれ
[01:02:53] 256万5000円
[01:02:56] を追加し、歳入歳出予算の総額を歳入歳出
[01:03:01] それぞれ8億2942万3000円
[01:03:06] とするものでございます。するもので
[01:03:08] ございます。8ページ再出をお開き願い
[01:03:12] ます。
[01:03:15] 一総務費、一般管理費の18節負担金補助
[01:03:20] 及び交付金では負担減度額の変更に伴う
[01:03:26] システム回収のため北海道自事体情報
[01:03:29] システム協議会負担金を増額し、国の補助
[01:03:33] 採択により介護施設等の等に
[01:03:38] 冷房施設を設置することを目的とした介護
[01:03:42] 保険事業費補助金を新に計上しております
[01:03:46] 。9ページに移りまして互間小支出金召喚
[01:03:52] 金では令和7年度の介護給付費及び
[01:03:57] 地域支援事業費の決算額の
[01:04:02] 確定により補助金変換が生じましたので
[01:04:05] 補助金と変換金を増額しております。6
[01:04:09] ページ歳入にお戻り願います。
[01:04:16] 2巻国支出金事業費補助金では北海道自治
[01:04:21] 体情報システム協議会負担金並びに介護
[01:04:25] 保険事業費補助金の財源としてシステム
[01:04:29] 回収事業補助金並びに介護施設等環境改善
[01:04:34] 事業補助金を増額または新たに計上して
[01:04:39] おります。7ページに移りまして6
[01:04:43] 巻繰歴金では今回の補正の財源調整として
[01:04:48] 介護給付費準備基金繰金を増額しており
[01:04:53] ます。以上で説明をありますがよろしくご
[01:04:55] 審議のほどお願いいたします。
[01:05:08] これから質疑に入ります。質疑がありまし
[01:05:11] たら発言を許します。
[01:05:14] これを持って質疑を集結いたします。本件
[01:05:17] について討論はありませんか?
[01:05:21] 討論はないようですんで、議案第70号を
[01:05:25] 採決いたします。
[01:05:30] 本件は件案の通り決することに賛成議員の
[01:05:34] 挙を求めます。
[01:05:37] 挙種全員でありますよって議案第70号は
[01:05:42] 案の通り可決されました。
[01:05:49] 日程第14意見案第8号国土強人化に
[01:05:54] 支する社会資本整備等に関する意見書を
[01:05:59] 議題といたします。お諮りいたします。
[01:06:02] 本件については産業文教常任委員会に不託
[01:06:05] したいと思います。これにご異議ござい
[01:06:07] ませんか?
[01:06:10] 異議なしと認めます。よって意見案第8号
[01:06:13] は産業文教常任委員会に不託し審査する
[01:06:17] ことに決しました。今定例会の会議中に
[01:06:21] 審査をお願いします。
[01:06:24] 日程第10号意見第9号急する奨学金の
[01:06:29] 金利に対する負担軽減を求める意見書を
[01:06:33] 議題といたします。お諮りいたします。
[01:06:36] 本件については産業文教常chúng任
[01:06:38] 委員会に不託したいと思います。これにご
[01:06:41] 異議ございませんか?
[01:06:43] 異議なしと認めます。よって意見案第9号
[01:06:47] は産業文教常任委員会に不託し審査ある
[01:06:51] ことに決しました。今定例会の会地に審査
[01:06:55] を願います。
[01:07:00] 日程第16鎮常第1号経由取引税の風
[01:07:07] えき取り
[01:07:12] ああはい答え経由取引税の
[01:07:15] 引き取り
[01:07:17] 引き取りで何の
[01:07:19] 取引って言って引き取りでね
[01:07:21] いや引き取り取引って言ってるんですよ。
[01:07:24] え、経由、え、引き取り税の、え、課税特別措置の継続、
[01:07:32] あ、特例措置か、特例措置の継続を求める賃常情を題といたします。お諮かりいたします。本件については産業文教上任委員会に付託したいと思います。これにご異ございませんか?議なしと認めます。よって、賃上第
[01:07:49] 1
[01:07:49] 号は文教任委員会に付託し審査することに決しました。
[01:07:54] 根底会の会に審査を願います。
[01:08:02] え、お諮りいたします。議案調査のため9
[01:08:05] 月2日から9月16日までの14日間9回
[01:08:10] することにしたいと思います。これにご
[01:08:12] 異議ございませんか?異議なしと認めます
[01:08:15] 。よって9月2日から9月16日までの
[01:08:20] 14日間をすることに決しました。
[01:08:26] 以上持って本日の日程を終了たしました。本日はこれを持って参加いたします。例を行います。
[01:08:35] お疲れ様でした。
